Region,Country,Location,Site,Source,Lat,Long,MAP,MAP_data_flag,Woody_cover,Clay,Sand,Soil_N,Total_P,N_min_potential,Fire_return,Fire_return_data_source_flag,Herbivore_biomass,Herbivore_biomass_data_flag,Grazer_biomass,Browser_and_mixed_feeder_biomass,Site_Description,Cover_method,Woody_cover_data_flag,Total_plot_size_or_Transect_length,Depth_of_soil_measurements,Dominant_woody_species
Southern Africa,South Africa,Kruger National Park,29.21,"Zambatis, N/ Ratnam, J./ KNP Scientific Services - unpublished",-25.235,32.017,501,Rainfall values represent amounts estimated from fitted climate grids of the continent (ANU CRES data set),4.1,27.3,51.3,0.21,253,153,4,Fire return values for Kruger sites determined from unpublished burnt area maps ,1025,Herbivore density estimates for Kruger National Park based on aerial counts in a 5x5 km cell around point - average of 21 years of unpublished census data,256,769,Protected area,summed canopy area,"For sites where woody cover was estimated by summing canopy areas of individual plants, estimates were corrected for canopy overaps where significant to convert total canopy cover measurements to projected canopy cover (%ground surface covered when crowns are projected vertically).",0.25 ha,0 - 10 cm,Combretum sp.
Southern Africa,South Africa,Kruger National Park,29.24,"Zambatis, N/ Ratnam, J./ KNP Scientific Services - unpublished",-25.358,32.009,497,Rainfall values represent amounts estimated from fitted climate grids of the continent (ANU CRES data set),13.5,34,50.8,0.16,200.5,50.4,4,Fire return values for Kruger sites determined from unpublished burnt area maps ,1010,Herbivore density estimates for Kruger National Park based on aerial counts in a 5x5 km cell around point - average of 21 years of unpublished census data,367,644,Protected area,summed canopy area,"For sites where woody cover was estimated by summing canopy areas of individual plants, estimates were corrected for canopy overaps where significant to convert total canopy cover measurements to projected canopy cover (%ground surface covered when crowns are projected vertically).",0.25 ha,0 - 10 cm,Combretum sp.
Southern Africa,South Africa,Kruger National Park,31.09,"Zambatis, N/ Ratnam, J./ KNP Scientific Services - unpublished",-23.822,31.704,497,Rainfall values represent amounts estimated from fitted climate grids of the continent (ANU CRES data set),30.3,21.5,51.4,0.104,182.6,23.6,6,Fire return values for Kruger sites determined from unpublished burnt area maps ,904,Herbivore density estimates for Kruger National Park based on aerial counts in a 5x5 km cell around point - average of 21 years of unpublished census data,294,610,Protected area,summed canopy area,"For sites where woody cover was estimated by summing canopy areas of individual plants, estimates were corrected for canopy overaps where significant to convert total canopy cover measurements to projected canopy cover (%ground surface covered when crowns are projected vertically).",0.25 ha,0 - 10 cm,Colophospermum mopane
Southern Africa,South Africa,Kruger National Park,31.1,"Zambatis, N/ Ratnam, J./ KNP Scientific Services - unpublished",-23.887,31.761,470,Rainfall values represent amounts estimated from fitted climate grids of the continent (ANU CRES data set),37.1,18.5,61.4,0.085,211.4,34.2,8,Fire return values for Kruger sites determined from unpublished burnt area maps ,956,Herbivore density estimates for Kruger National Park based on aerial counts in a 5x5 km cell around point - average of 21 years of unpublished census data,395,560,Protected area,summed canopy area,"For sites where woody cover was estimated by summing canopy areas of individual plants, estimates were corrected for canopy overaps where significant to convert total canopy cover measurements to projected canopy cover (%ground surface covered when crowns are projected vertically).",0.25 ha,0 - 10 cm,Combretum sp.
Southern Africa,South Africa,Kruger National Park,34.04,"Zambatis, N/ Ratnam, J./ KNP Scientific Services - unpublished",-22.711,30.94,401,Rainfall values represent amounts estimated from fitted climate grids of the continent (ANU CRES data set),2.4,15.4,77.4,0.11,182.6,30.7,3,Fire return values for Kruger sites determined from unpublished burnt area maps ,399,Herbivore density estimates for Kruger National Park based on aerial counts in a 5x5 km cell around point - average of 21 years of unpublished census data,235,164,Protected area,summed canopy area,"For sites where woody cover was estimated by summing canopy areas of individual plants, estimates were corrected for canopy overaps where significant to convert total canopy cover measurements to projected canopy cover (%ground surface covered when crowns are projected vertically).",0.25 ha,0 - 10 cm,Sclerocarya birrea
Southern Africa,South Africa,Kruger National Park,34.06,"Zambatis, N/ Ratnam, J./ KNP Scientific Services - unpublished",-22.663,30.999,419,Rainfall values represent amounts estimated from fitted climate grids of the continent (ANU CRES data set),6.9,9.5,84.3,0.025,9.3,5.9,8,Fire return values for Kruger sites determined from unpublished burnt area maps ,476,Herbivore density estimates for Kruger National Park based on aerial counts in a 5x5 km cell around point - average of 21 years of unpublished census data,280,196,Protected area,summed canopy area,"For sites where woody cover was estimated by summing canopy areas of individual plants, estimates were corrected for canopy overaps where significant to convert total canopy cover measurements to projected canopy cover (%ground surface covered when crowns are projected vertically).",0.25 ha,0 - 10 cm,Combretum sp.
Southern Africa,South Africa,Kruger National Park,34.07,"Zambatis, N/ Ratnam, J./ KNP Scientific Services - unpublished",-22.657,31.096,387,Rainfall values represent amounts estimated from fitted climate grids of the continent (ANU CRES data set),11.3,30.2,51.2,0.196,1465,50.7,8,Fire return values for Kruger sites determined from unpublished burnt area maps ,275,Herbivore density estimates for Kruger National Park based on aerial counts in a 5x5 km cell around point - average of 21 years of unpublished census data,208,67,Protected area,summed canopy area,"For sites where woody cover was estimated by summing canopy areas of individual plants, estimates were corrected for canopy overaps where significant to convert total canopy cover measurements to projected canopy cover (%ground surface covered when crowns are projected vertically).",0.25 ha,0 - 10 cm,Colophospermum mopane
Southern Africa,South Africa,Nylsvley,Acacia site,B. Scholes - unpublished/ Scholes & Walker (1993),-24.6639,28.7147,623,,25.7,3,92,0.095,231.5,4.1,5,,2869,,1478,1391,Protected area since 1974,Line intercept,,>500m transect,,Acacia tortillis
Southern Africa,South Africa,Nylsvley,Burkea site,B. Scholes - unpublished/ Scholes & Walker (1993),-24.6639,28.7148,623,,32,4.5,85,0.076,97.7,0.3,5,,2869,,1478,1391,Protected area since 1974,Line intercept,,>500m transect,,Burkea africana
Southern Africa,South Africa,Upington,Vastrap -red interdune,Caylor et al. (2003) /Scholes et al. (2002)/ B. Scholes/ K. Caylor/ C. Feral - unpublished,-27.75,21.42,216,,5.8,8,92,,,,20,,100,,100,0,Military test range - lightly grazed by wild ungulates,summed canopy area,"For sites where woody cover was estimated by summing canopy areas of individual plants, estimates were corrected for canopy overaps where significant to convert total canopy cover measurements to projected canopy cover (%ground surface covered when crowns are projected vertically).",>1 ha,0 - 20 cm,Acacia haematoxylon
Southern Africa,South Africa,Upington,Vastrap - dune,Scholes et al. (2002)/ B. Scholes/ K. Caylor/ C. Feral - unpublished,-27.75,21.42,216,,2.2,2.1,97.9,0.033,38.8,-1.6,20,,100,,100,0,Military test range - lightly grazed by wild ungulates,summed canopy area,"For sites where woody cover was estimated by summing canopy areas of individual plants, estimates were corrected for canopy overaps where significant to convert total canopy cover measurements to projected canopy cover (%ground surface covered when crowns are projected vertically).",>1 ha,0 - 20 cm,Acacia haematoxylon
Southern Africa,Zambia,Lukulu,Lukulu (Lishuwa),Caylor et al. (2003) /Scholes et al. (2002)/ B. Scholes/ K. Caylor/ C. Feral - unpublished,-14.42,23.52,970,,84,5.9,94.1,0.018,16.3,5.2,2,,400,,400,0,Communal Forest,densiometer  ,,0.25 ha,0 - 20 cm,Cryptosepalum exfoliatum
Southern Africa,Zambia,Mongu,Kataba Forest Reserve,"Caylor et al. (2003) /Scholes et al. (2002) / Scholes, B./ C. Feral - unpublished/ Aranibar et al.( 2004)",-15.44,23.25,879,,64.8,0.6,97.5,,,,2.7,Fire return vales in bold represent estimates derived from 5km resolution AVHRR burnt area maps of Africa (Barbosa et al. 1999),2000,,,,Forest Reserve,densiometer  ,,0.25 ha,0 - 5 cm,Brachystegia spiciformis
Southern Africa,Zambia,Senanga,Liangati Forest Reserve,"Caylor et al. (2003) /Scholes et al. (2002) / Scholes, B. - unpublished",-15.86,23.34,811,,53.7,,,,,,>8,Fire return vales in bold represent estimates derived from 5km resolution AVHRR burnt area maps of Africa (Barbosa et al. 1999),,,,,Forest Reserve,densiometer  ,,0.5 ha,,Brachystegia spiciformis
Southern Africa,Zambia,Sioma,Maziba Bay Forest,"Caylor et al. (2003) /Scholes et al. (2002) / Scholes, B. - unpublished",-16.75,23.61,737,,61,,,,,,8,Fire return vales in bold represent estimates derived from 5km resolution AVHRR burnt area maps of Africa (Barbosa et al. 1999),,,,,,densiometer  ,,1 ha,,Brachystegia spiciformis
Southern Africa,Zimbabwe,Marondera,Marondera,Peter Frost/ ZSBF team - unpublished,-18.1829,31.4706,886,,70.9,19,76,0.16,,,>12,,0,,0,0,Research Station,Line intercept,,200 m transect,0 - 6 cm,Brachystegia spiciformis
West Africa,Burkina Faso,Nazinga,Nazinga,"Le Roux, X./ Gignoux, J. - unpublished",11.09,-3,860,,20,8,70,0.05,,,2,,2467,,1128.6,1469,Procted area (ranch),summed canopy area,"For sites where woody cover was estimated by summing canopy areas of individual plants, estimates were corrected for canopy overaps where significant to convert total canopy cover measurements to projected canopy cover (%ground surface covered when crowns are projected vertically).",0.5 ha,0 - 10 cm,Detarium microcarpum
